NOUN	NOUN FREQ	NUMBER OF SYLLABLES IN THE BASE	PREFIX	THEME SHARED WITH THE BASE VERB (with v1|v2)	NOUN SUFFIX (wrt v1|v2 or a|v1 etc.)	RETROGRADE	PARENT noun	how parent noun derived from its parent	PARENT adjective	how parent adjective derived from its parent	PARENT other pos	how parent word(other pos) derived from its parent	PARENT verb1	how parent verb1 derived from its parent	v1 theme	v1 aspect	v1 conjug class	v1 has a suffixed aspect counterpart	PARENT verb2 = v1's suffixed counterpart	how parent verb2 derived from its parent	v2 theme	v2 aspect	v2 conjug class	NOUN ALSO AS NNI.*
ladič	30	2	no	i	č	čidal							ladit	UNMOT	i	imp	4	no	NA					no
kulič	101	2	no	i	č	čiluk							kulit	UNMOT	i	imp	4	no	NA					no
kropič	4	2	no	i	č	čipork							kropit	UNMOT	i	imp	4	no	NA					no
krmič	19	2	no	i	č	čimrk							krmit	UNMOT	i	imp	4	no	NA					no
kreslič	19	2	no	i	č	čilserk							kreslit	UNMOT	i	imp	4	no	NA					no
kopáč	110	2	no	á<a	č	čápok							kopat	UNMOT	a	imp	1#5	yes	no					no
kokrháč	5	3	no	á<a	č	čáhrkok							kokrhat	UNMOT	a	imp	5	no	NA					no
kladeč	13	1	no	e<0	č	čedalk							klást	UNMOT	0	imp	1	no	NA					no
kalič	4	2	no	i	č	čilak							kalit	deNaction	i	imp	4	no	NA					no
káceč	1	2	no	e	č	čecák							kácet	UNMOT	e	imp	4	no	NA					no
chrápač	2	1	no	a	č	čapárhc							chrápat	UNMOT	a	imp	1	yes	no					no
hulič	21	2	no	i	č	čiluh							hulit	UNMOT	i	imp	4	no	NA					no
hráč	22381	1	no	á	č	čárh							hrát	UNMOT	á	imp	3	no	NA					no
hrabač	1	2	no	a	č	čabarh							hrabat	UNMOT	a	imp	1#5	yes	no					no
hrabáč	19	2	no	á<a	č	čábarh							hrabat	UNMOT	a	imp	1#5	yes	no					no
honič	19	2	no	i	č	činoh							honit	UNMOT	i	imp	4	yes (det)	no					no
holič	515	2	no	i	č	čiloh							holit	deAaction	i	imp	4	no	NA					no
hlídač	999	2	no	a	č	čadílh							hlídat	UNMOT	a	imp	5	no	NA					no
hledač	512	2	no	a	č	čadelh							hledat	UNMOT	a	imp	5	no	NA					no
hladič	1	2	no	i	č	čidalh							hladit	deAaction	i	imp	4	no	NA					no
házeč	3	2	no	e	č	čezáh							házet	UNMOT	e	imp	1#4	yes	no					no
hasič	5315	2	no	i	č	čisah							hasit	UNMOT	i	imp	4	no	NA					no
hádač	1	2	no	a	č	čadáh							hádat	UNMOT	a	imp	5	no	NA					no
hadač	15	2	no	a	č	čadah							hádat	UNMOT	a	imp	5	no	NA					no
fukač	1	2	no	a	č	čakuf							foukat	UNMOT	a	imp	5	yes	no					no
foukač	54	2	no	a	č	čakuof							foukat	UNMOT	a	imp	5	yes	no					no
flákač	101	2	no	a	č	čakálf							flákat	UNMOT	a	imp	5	yes	no					no
dříč	133	1	no	í	č	čířd							dřít	UNMOT	í	imp	1	no	NA					no
doskakovač	2	4	yes1	ova	č	čavokaksod							doskakovat	deVsecimp	ova	imp	3	yes	no					no
doprovazeč	2	4	yes2	e	č	čezavorpod							doprovázet	deVsecimp	e	imp	4	yes	no					no
donašeč	44	3	yes1	e	č	češanod							donášet	deVsecimp	e	imp	4	yes	no					no
dojič	17	2	no	i	č	čijod							dojit	UNMOT	i	imp	4	no	NA					no
dochlazovač	3	4	yes1	ova	č	čavozalhcod							dochlazovat	deVsecimp	ova	imp	3	yes	no					no
dohlížeč	1	3	yes1	e	č	čežílhod							dohlížet	deVpref	e	imp	4	yes	no					no
dohazovač	34	4	yes1	ova	č	čavozahod							dohazovat	deVsecimp	ova	imp	3	yes	no					no
dlaždič	54	2	no	i	č	čidžald							dláždit	deNaction	i	imp	4	no	NA					no
dědič	3	2	no	i	č	čiděd							dědit	deNaction	i	imp	4	no	NA					no
dávič	3	2	no	i	č	čivád							dávit	UNMOT	i	imp	4	no	NA					no
čichač	6	2	no	a	č	čahcič							čichat	deNaction	a	imp	5	yes	no					no
česač	7	2	no	a	č	časeč							česat	UNMOT	a	imp	1#5	yes	no					no
česáč	26	2	no	á<a	č	čáseč							česat	UNMOT	a	imp	1#5	yes	no					no
čerpač	1	2	no	a	č	čapreč							čerpat	UNMOT	a	imp	5	no	NA					no
cídič	5	2	no	i	č	čidíc							cídit	UNMOT	i	imp	4	no	NA					no
brusič	114	2	no	i	č	čisurb							brousit	UNMOT	i	imp	4	no	NA					no
brázdič	2	2	no	i	č	čidzárb							brázdit	deNaction	i	imp	4	no	NA					no
buřič	79	2	no	i	č	čiřub							bouřit	deNaction	i	imp	4	no	NA					no
bourač	9	2	no	a	č	čaruob							bourat	UNMOT	a	imp	5	no	NA					no
bouchač	17	2	no	a	č	čahcuob							bouchat	UNMOT	a	imp	5	yes	no					no
bořič	11	2	no	i	č	čiřob							bořit	UNMOT	i	imp	4	no	NA					no
bodovač	1	3	no	ova	č	čavodob							bodovat	deNaction	ova	imp	3	no	NA					no
bělič	1	2	no	i	č	čilěb							bílit	deAaction	i	imp	4	no	NA					no
bavič	261	2	no	i	č	čivab							bavit	UNMOT	i	imp	4	no	NA					no
barvič	1	2	no	i	č	čivrab							barvit	deNaction	i	imp	4	no	NA					no
balzamovač	20	4	no	ova	č	čavomazlab							balzamovat	deNloan	ova	imp	3	no	NA					no
balič	23	2	no	i	č	čilab							balit	UNMOT	i	imp	4	no	NA					no
průvodce	2005	2	yes1	x	ce	ecdovůrp	průvod	deVaction					provádět	deVsecimp	ě	imp	4	yes	no					yes
žalobce	1452	2	no	x	ce	ecbolaž	žaloba	deVaction					žalovat	deNaction	ova	imp	3	no	NA					no
zrádce	886	1	yes1	x	ce	ecdárz	zrada	deVaction					zradit	deNaction	i	per	4	yes	zrazovat	deVsecimp	ova	imp	3	no
zhoubce	10	1	yes1	x	ce	ecbuohz	zhouba	deNa					zhubit	deVpref	i	per	4	no	NA					no
zástupce	12323	2	yes1	x	ce	ecputsáz	zástup	deVaction					zastupovat	deVsecimp	ova	imp	3	yes	zastoupit	deVpref	i	per	4	no
zájemce	5528	2	yes1	x	ce	ecmejáz	zájem	deVaction					zajímat	deNaction	a	imp	5	no	NA					no
zachránce	365	2	yes1	x	ce	ecnárhcaz	záchrana	deVaction					zachránit	deVpref	i	per	4	yes	zachraňovat	deVsecimp	ova	imp	3	no
záhubce	1	2	yes1	x	ce	ecbuház	záhuba	deVaction					zahubit	deVpref	i	per	4	yes	zahubovat	deVsecimp	ova	per	3	no
vývozce	225	2	yes1	x	ce	eczovýv	vývoz	deVaction					vyvozit	deVpref	i	per	4	yes	vyvážet	deVsecimp	e	imp	4	no
výstavce	2	2	yes1	x	ce	ecvatsýv	výstava	deVaction					vystavit	deVpref	i	per	4	yes	vystavovat	deVsecimp	ova	imp	3	no
výrobce	12125	2	yes1	x	ce	ecborýv	výroba	deVaction					vyrobit	deVpref	i	per	4	yes	vyrábět	deVsecimp	ě	imp	4	no
vynálezce	782	3	yes1	x	ce	eczelányv	vynález	deVother					vynalézt	deVpref	0	per	2	yes	vynalézat	deVsecimp	a	imp	5	no
výkupce	6	2	yes1	x	ce	ecpukýv	výkup	deVaction					vykoupit	deVpref	i	per	4	yes	vykupovat	deVsecimp	ova	imp	3	no
výherce	307	2	yes1	x	ce	ecrehýv	výhra	deVaction					vyhrát	deVpref	á	per	3	yes	vyhrávat	deVsecimp	áva	imp	5	no
výdejce	6	2	yes1	x	ce	ecjedýv	výdej	deVaction					vydat	deVpref	a	per	5	yes	vydávat	deVsecimp	áva	imp	5	no
vládce	1749	1	no	x	ce	ecdálv	vláda	UNMOT					vládnout	deNaction	nou	imp	2	no	NA					no
vůdce	4017	1	no	x	ce	ecdův							vést	UNMOT	0	imp	1	no	NA					no
úpravce	19	2	yes1	x	ce	ecvarpú	úprava	deVaction					upravit	deVpref	i	per	4	yes	upravovat	deVsecimp	ova	imp	3	no
úplatce	7	2	yes1	x	ce	ectalpú	úplata	deVaction					uplatit	deVpref	i	per	4	yes	uplácet	deVsecimp	e	imp	4	no
úpadce	9	2	yes1	x	ce	ecdapú							upadat	deVsecimp	a	imp	5	yes	upadnout	deVpref	nou	per	2	no
únosce	400	2	yes1	x	ce	ecsonú	únos	deVaction					unést	deVpref	0	per	1	yes	unášet	deVsecimp	e	imp	4	no
tvůrce	3881	1	no	x	ce	ecrůvt							tvořit	deNaction	i	imp	4	no	NA					no
škůdce	982	1	no	x	ce	ecdůkš	škoda	UNMOT					škodit	deNaction	i	imp	4	no	NA					no
svůdce	114	1	yes1	x	ce	ecdůvs	svod	deVaction					svést	deVpref	0	per	1	yes	svádět	deVsecimp	ě	imp	4	no
strůjce	299	1	no	x	ce	ecjůrts	stroj	UNMOT					strojit	deNaction	i	imp	4	no	NA					no
strážce	2116	1	no	x	ce	ecžárts	stráž	UNMOT					strážit	deNaction	i	imp	4	no	NA					no
správce	3628	1	yes1	x	ce	ecvárps	správa	deVaction					spravit	deVpref	i	per	4	yes	spravovat	deVsecimp	ova	imp	3	no
soudce	5353	1	no	x	ce	ecduos	soud	UNMOT					soudit	deNaction	i	imp	4	no	NA					no
rozvozce	5	2	yes1	x	ce	eczovzor	rozvoz	deVaction					rozvozit	deVpref	i	per	4	yes	rozvážet	deVsecimp	e	imp	4	no
rozhodce	135	2	yes1	x	ce	ecdohzor							rozhodnout	deVpref	nou	per	2	yes	rozhodovat	deVsecimp	ova	imp	3	no
rádce	523	1	no	x	ce	ecdár	rada	UNMOT					radit	deNaction	i	imp	4	no	NA					no
přímluvce	69	2	yes1	x	ce	ecvulmířp	přímluva	deVaction					přimluvit	deVpref	i	per	4	yes	přimlouvat	deVsecimp	a	imp	5	no
příkazce	3	2	yes1	x	ce	eczakířp	příkaz	deVaction					přikázat	deVpref	a	per	1	yes	přikazovat	deVsecimp	ova	imp	3	no
příjemce	1587	2	yes1	x	ce	ecmejířp	příjem	deVaction					přijmout	deVpref	ou	per	1#2	yes	přijímat	deVsecimp	a	imp	5	no
přídělce	2	2	yes1	x	ce	eclědířp	příděl	deVaction					přidělit	deVpref	i	per	4	yes	přidělovat	deVsecimp	ova	imp	3	no
převozce	1	2	yes1	x	ce	eczoveřp	převoz	deVaction					převozit	deVpref	i	per	4	yes	převážet	deVsecimp	e	imp	4	no
převodce	12	2	yes1	x	ce	ecdoveřp	převod	deVaction					převádět	deVsecimp	ě	imp	4	yes	no					no
přestupce	29	2	yes1	x	ce	ecputseřp	přestup	deVaction					přestupovat	deVsecimp	ova	imp	3	yes	přestoupit	deVpref	i	per	4	no
přeprodejce	5	3	yes1	x	ce	ecjedorpeřp	přeprodej	deVaction					přeprodat	deVpref	a	per	5	yes	přeprodávat	deVsecimp	áva	imp	5	no
přepravce	184	2	yes1	x	ce	ecvarpeřp	přeprava	deVaction					přepravit	deVpref	i	per	4	yes	přepravovat	deVsecimp	ova	imp	3	no
předchůdce	2445	2	yes1	x	ce	ecdůhcdeřp							předcházet	deVsecimp	e	imp	4	yes	no					no
pronájemce	5	3	yes1	x	ce	ecmejánorp	pronájem	deVaction					pronajmout	deVpref	ou	per	1#2	yes	pronajímat	deVsecimp	a	imp	5	no
prodejce	2603	2	yes1	x	ce	ecjedorp	prodej	deVaction					prodat	deVpref	a	per	5	yes	prodávat	deVsecimp	áva	imp	5	no
poradce	3150	2	yes1	x	ce	ecdarop	porada	deVaction					poradit	deVpref	i	per	4	no	NA					no
popravce	1	2	yes1	x	ce	ecvarpop	poprava	deVaction					popravit	deVpref	i	per	4	yes	popravovat	deVsecimp	ova	imp	3	no
podpůrce	7	2	yes1	x	ce	ecrůpdop	podpora	deVaction					podporovat	deVsecimp	ova	imp	3	yes	podpořit	deVpref	i	per	4	no
plátce	306	1	no	x	ce	ectálp	plat	UNMOT					platit	UNMOT	i	imp	4	no	NA					no
oprávce	2	2	yes1	x	ce	ecvárpo	oprava	deVaction					opravit	deVpref	i	per	4	yes	opravovat	deVsecimp	ova	imp	3	no
opravce	6	2	yes1	x	ce	ecvarpo	oprava	deVaction					opravit	deVpref	i	per	4	yes	opravovat	deVsecimp	ova	imp	3	no
ochránce	1353	2	yes1	x	ce	ecnárhco	ochrana	deVaction					ochránit	deVpref	i	per	4	yes	ochraňovat	deVsecimp	ova	imp	3	no
odpůrce	1628	2	yes1	x	ce	ecrůpdo	odpor	deVaction					odporovat	deNaction	ova	imp	3	no	NA					no
odhadce	59	2	yes1	x	ce	ecdahdo	odhad	deVaction					odhadnout	deVpref	nou	per	2	yes	odhadovat	deVsecimp	ova	imp	3	no
obránce	3316	2	yes1	x	ce	ecnárbo	obrana	deVaction					obránit	deVpref	i	per	4	yes	obraňovat	deVsecimp	ova	imp	3	no
obhájce	1489	2	yes1	x	ce	ecjáhbo							obhájit	deVpref	i	per	4	yes	obhajovat	deVsecimp	ova	imp	3	no
návodce	2	2	yes1	x	ce	ecdován	návod	deVaction					navádět	deVsecimp	ě	imp	4	yes	no					no
nástupce	1864	2	yes1	x	ce	ecputsán	nástup	deVaction					nastupovat	deVsecimp	ova	imp	3	yes	nastoupit	deVpref	i	per	4	no
nápravce	3	2	yes1	x	ce	ecvarpán	náprava	deVaction					napravit	deVpref	i	per	4	yes	napravovat	deVsecimp	ova	imp	3	no
nálezce	160	2	yes1	x	ce	eczelán	nález	deVaction					nalézt	deVpref	0	per	2	yes	nalézat	deVsecimp	a	imp	5	no
nákupce	4	2	yes1	x	ce	ecpukán	nákup	deVaction					nakoupit	deVpref	i	per	4	yes	nakupovat	deVsecimp	ova	imp	3	no
nájemce	1006	2	yes1	x	ce	ecmeján	nájem	deVaction					najmout	deVpref	ou	per	1#2	yes	najímat	deVsecimp	a	imp	5	no
dozorce	1082	2	yes1	x	ce	ecrozod	dozor	deVaction					dozírat	deVpref	a	imp	5	yes	no					no
dovozce	387	2	yes1	x	ce	eczovod	dovoz	deVaction					dovozit	deVpref	i	per	4	yes	dovážet	deVsecimp	e	imp	4	no
dopravce	1457	2	yes1	x	ce	ecvarpod	doprava	deVaction					dopravit	deVpref	i	per	4	yes	dopravovat	deVsecimp	ova	imp	3	no
důchodce	1931	2	yes1	x	ce	ecdohcůd	důchod	deVaction					dochodit	deVpref	i	per	4	yes	docházet	deVsecimp	e	imp	4	no
dohodce	5	2	yes1	x	ce	ecdohod	dohoda	deVaction					dohodnout	deVpref	nou	per	2	yes	dohadovat	deVsecimp	ova	imp	3	no
dárce	1148	1	no	x	ce	ecrád	dar	deVother					darovat	deNaction	ova	imp	3	no	NA					no
zpravodajce	15	3	yes1	x	ce	ecjadovarpz	zpravodaj	COMPOUND																no
zastánce	1483	2	yes1	x	ce	ecnátsaz	zastání	deVaction																no
původce	1022	2	yes1	x	ce	ecdovůp	původ	deVaction																no
obžalobce	1	3	yes1	x	ce	ecbolažbo	obžaloba	deVaction																no
porotce	492	2	no	x	ce	ectorop	porota	UNMOT																no
depozitář	19	3	no	x	ář	řátizoped	depozit	LOAN																yes
kapsář	73	1#2	no	x	ář	řáspak	kapsa	UNMOT																yes
sekretář	523	2	no	x	ář	řáterkes	sekta	LOAN																yes
žhář	158	1	no	x	ář	řáhž							žhnout	UNMOT	nou	imp	2	no	NA					no
zmatkář	4	2#3	yes1	x	ář	řáktamz	zmatek	deVaction					zmatkovat	deNaction	ova	imp	3	no	NA					no
záskokář	3	2	yes1	x	ář	řákoksáz	záskok	deVaction					zaskočit	deVpref	i	per	4	no	NA					no
záplatář	1	2	yes1	x	ář	řátalpáz	záplata	deVaction					záplatovat	deNaction	ova	imp	3	no	NA					no
záchranář	1817	2	yes1	x	ář	řánarhcáz	záchrana	deVaction					zachránit	deVpref	i	per	4	yes	zachraňovat	deVsecimp	ova	imp	3	no
výživář	3	2	yes1	x	ář	řávižýv	výživa	deVaction					vyživit	deVpref	i	per	4	yes	vyživovat	deVsecimp	ova	imp	3	no
výstavář	1	2	yes1	x	ář	řávatsýv	výstava	deVaction					vystavit	deVpref	i	per	4	yes	vystavovat	deVsecimp	ova	imp	3	no
výpočtář	3	2#3	yes2	x	ář	řátčopýv	výpočet	deVaction					vypočítat	deVpref	a	per	5	yes	no					no
výcvikář	1	2	yes1	x	ář	řákivcýv	výcvik	deVaction					vycvičit	deVpref	i	per	4	yes	vycvičovat	deVsecimp	ova	imp	3	no
vtipkář	1	1#2	no	x	ář	řákpitv	vtípek	deNdimin					vtipkovat	deNaction	ova	imp	3	no	NA					no
útěkář	52	2	yes1	x	ář	řákětú	útěk	deVaction					utíkat	deVsecimp	a	imp	5	yes	no					no
úkolář	3	2	no	x	ář	řálokú	úkol	UNMOT					úkolovat	deNaction	ova	imp	3	no	NA					no
tmář	17	1	no	x	ář	řámt	tma	UNMOT					tmít	deNaction	í	imp	4	no	NA					no
tapetář	3	2	no	x	ář	řátepat	tapeta	UNMOT					tapetovat	deNaction	ova	imp	3	no	NA					no
sklář	200	1	no	x	ář	řálks	sklo	UNMOT					sklít	deNaction	í	imp	4	no	NA					no
signatář	232	2	no	x	ář	řátangis							signovat	LOAN	ova	imp	3	no	NA					no
sedlář	20	2	no	x	ář	řáldes	sedlo	deVother					sedlat	deNaction	a	imp	5	no	NA					no
přípravář	9	2	yes1	x	ář	řávarpířp	příprava	deVaction					připravit	deVpref	i	per	4	yes	připravovat	deVsecimp	ova	imp	3	no
provozář	1	2	yes1	x	ář	řázovorp	provoz	deVaction					provozovat	deNaction	ova	imp	3	no	NA					no
protokolář	9	3	no	x	ář	řálokotorp	protokol	LOAN					protokolovat	deNloan	ova	imp	3	no	NA					no
průšvihář	30	2	yes1	x	ář	řáhivšůrp	průšvih	deVaction					prošvihnout	deVpref	nou	per	2	yes	prošvihovat	deVsecimp	ova	imp	3	no
potratář	9	2	yes1	x	ář	řátartop	potrat	deVaction					potratit	deVpref	i	per	4	yes	potrácet	deVsecimp	e	imp	4	no
posudkář	2	2#3	yes1	x	ář	řákdusop	posudek	deVaction					posoudit	deVpref	i	per	4	yes	posuzovat	deVsecimp	ova	imp	3	no
pokrokář	23	2	yes1	x	ář	řákorkop	pokrok	deVaction					pokročit	deVpref	i	per	4	yes	pokročovat	deVsecimp	ova	imp	3	no
podfukář	23	2	yes1	x	ář	řákufdop	podfuk	deVaction					podfouknout	deVpref	nou	per	2	yes	podfukovat	deVsecimp	ova	imp	3	no
počtář	24	1#2	yes1	x	ář	řátčop	počet	deVaction					počítat	deVpref	a	imp	5	no	NA					no
parfémář	8	2	no	x	ář	řáméfrap	parfém	LOAN					parfémovat	deNloan	ova	imp	3	no	NA					no
paběrkář	3	2#3	yes1	x	ář	řákrěbap	paběrek	deVaction					paběrkovat	deNaction	ova	imp	3	no	NA					no
otrokář	105	2	no	x	ář	řákorto	otrok	UNMOT					otročit	deNaction	i	imp	4	no	NA					no
osvětář	12	2	yes1	x	ář	řátěvso	osvěta	deVaction					osvítit	deVpref	i	per	4	yes	osvěcovat	deVsecimp	ova	imp	3	no
opravář	242	2	yes1	x	ář	řávarpo	oprava	deVaction					opravit	deVpref	i	per	4	yes	opravovat	deVsecimp	ova	imp	3	no
ochranář	223	2	yes1	x	ář	řánarhco	ochrana	deVaction					ochránit	deVpref	i	per	4	yes	ochraňovat	deVsecimp	ova	imp	3	no
odchytář	1	2	yes1	x	ář	řátyhcdo	odchyt	deVaction					odchytit	deVpref	i	per	4	yes	odchytat	deVsecimp	a	per	5	no
obranář	19	2	yes1	x	ář	řánarbo	obrana	deVaction					obránit	deVpref	i	per	4	yes	obraňovat	deVsecimp	ova	imp	3	no
návrhář	949	2	yes1	x	ář	řáhrván	návrh	deVaction					navrhnout	deVpref	nou	per	2	yes	navrhovat	deVsecimp	ova	imp	3	no
modlář	7	2	no	x	ář	řáldom	modla	deVother					modlit	UNMOT	i	imp	4	no	NA					no
modelář	165	2	no	x	ář	řáledom	model	LOAN					modelovat	deNloan	ova	imp	3	no	NA					no
lhář	492	1	no	x	ář	řáhl							lhát	UNMOT	á	imp	1	no	NA					no
kovář	614	1	no	x	ář	řávok							kovat	UNMOT	a	imp	1#5	no	NA					no
dehtář	5	1	no	x	ář	řáthed	deht	UNMOT					dehtovat	deNloan	ova	imp	3	no	NA					no
čtenář	9289	1	no	x	ář	řánetč	čtení	deVaction					číst	UNMOT	0	imp	1	no	NA					no
cementář	10	2	no	x	ář	řátnemec	cement	LOAN					cementovat	deNloan	ova	imp	3	no	NA					no
betonář	18	2	no	x	ář	řánoteb	beton	LOAN					betonovat	deNloan	ova	imp	3	no	NA					no
barvář	4	1	no	x	ář	řávrab	barva	UNMOT					barvit	deNaction	i	imp	4	no	NA					no
archivář	240	2	no	x	ář	řávihcra	archiv	LOAN					archivovat	deNloan	ova	bip	3	no	NA					no
amputář	5	2	no	x	ář	řátupma	amputace	LOAN					amputovat	deNloan	ova	bip	3	no	NA					no
zmrzlinář	26	2	yes1	x	ář	řánilzrmz	zmrzlina	deAother																no
zdymadlář	1	3	yes1	x	ář	řáldamydz	zdymadlo	deVother																no
závorář	2	2	yes1	x	ář	řárováz	závora	deVother																no
zástěrkář	1	2#3	yes1	x	ář	řákrětsáz	zástěrka	deNdimin																no
zásobář	1	2	yes1	x	ář	řábosáz	zásoba	deVaction																no
záhumenkář	1	3#4	yes1	x	ář	řáknemuház	záhumenka	deNother																no
zahrádkář	372	2#3	yes1	x	ář	řákdárhaz	zahrádka	deNdimin																no
vývojář	839	2	yes1	x	ář	řájovýv	vývoj	deVaction																no
výtahář	3	2	yes1	x	ář	řáhatýv	výtah	deVaction																no
výsadkář	85	2#3	yes1	x	ář	řákdasýv	výsadek	deVaction																no
výměnkář	17	2#3	yes1	x	ář	řákněmýv	výměnek	deVother																no
výhybkář	15	2#3	yes1	x	ář	řákbyhýv	výhybka	deVother																no
výdělkář	1	2#3	yes1	x	ář	řáklědýv	výdělek	deVother																no
výbušninář	1	3	yes1	x	ář	řáninšubýv	výbušnina	deAother																no
úvodníkář	5	3	yes1	x	ář	řákíndovú	úvodník	deNother																no
úvěrář	2	2	yes1	x	ář	řárěvú	úvěr	deVaction																no
úsekář	7	2	yes1	x	ář	řákesú	úsek	deVaction																no
úplatkář	10	2#3	yes1	x	ář	řáktalpú	úplatek	deVother																no
úchylkář	8	2#3	yes1	x	ář	řáklyhcú	úchylka	deVother																no
údržbář	233	2#3	yes1	x	ář	řábžrdú	údržba	deVaction																no
sdruženář	41	2	yes1	x	ář	řánežurds			sdružený	deVnpart														no
rozvojář	1	2	yes1	x	ář	řájovzor	rozvoj	deVaction																no
rozumář	3	2	yes1	x	ář	řámuzor	rozum	deNother																no
rozpočtář	14	2#3	yes1	x	ář	řátčopzor	rozpočet	deVaction																no
příštipkář	9	2#3	yes1	x	ář	řákpitšířp	příštipek	deVother																no
překážkář	43	2#3	yes1	x	ář	řákžákeřp	překážka	deVother																no
předplacenkář	1	3#4	yes1	x	ář	řáknecalpdeřp	předplacenka	deAuniv																no
průserář	9	2	yes1	x	ář	řáresůrp	průser	deVaction																no
prospěchář	11	2	yes1	x	ář	řáhcěpsorp	prospěch	deVaction																no
požitkář	47	2#3	yes1	x	ář	řáktižop	požitek	deVaction																no
povrchář	3	2	yes1	x	ář	řáhcrvop	povrch	deNother																no
povídkář	22	2#3	yes1	x	ář	řákdívop	povídka	deVaction																no
potrubář	1	2	yes1	x	ář	řáburtop	potrubí	deNother																no
potravinář	102	3	yes1	x	ář	řánivartop	potravina	deVother																no
posílkář	1	2#3	yes1	x	ář	řáklísop	posílka	deVaction																no
polohovkář	1	3#4	yes1	x	ář	řákvoholop	polohovka	deAuniv																no
poklonkář	1	2#3	yes1	x	ář	řáknolkop	poklonka	deNdimin																no
pochůzkář	31	2#3	yes1	x	ář	řákzůhcop	pochůzka	deVaction																no
pohraničář	2	3	yes1	x	ář	řáčinarhop	pohraničí	deNother																no
pohodář	70	2	yes1	x	ář	řádohop	pohoda	deAother																no
pohádkář	43	2#3	yes1	x	ář	řákdáhop	pohádka	deNother																no
podlahář	18	2	yes1	x	ář	řáhaldop	podlaha	UNMOT																no
podkovář	22	2	yes1	x	ář	řávokdop	podkova	deVother																no
pobožnůstkář	2	3#4	yes1	x	ář	řáktsůnžobop	pobožnůstka	deNdimin																no
památkář	475	2#3	yes1	x	ář	řáktámap	památka	deVother																no
omladinář	3	3	yes1	x	ář	řánidalmo	omladina	deAother																no
omítkář	5	2#3	yes1	x	ář	řáktímo	omítka	deVother																no
ochrankář	9	2#3	yes1	x	ář	řáknarhco	ochranka	deNdimin																no
odzemkář	3	2#3	yes1	x	ář	řákmezdo	odzemek	deNother																no
odpustkář	1	2#3	yes1	x	ář	řáktsupdo	odpustek	deVaction																no
odborář	698	2	yes1	x	ář	řárobdo	odbor	deVaction																no
odbojář	202	2	yes1	x	ář	řájobdo	odboj	deVaction																no
obvodář	1	2	yes1	x	ář	řádovbo	obvod	deVother																no
obrnář	4	2	yes1	x	ář	řánrbo	obrna	deVaction																no
obchůzkář	4	2#3	yes1	x	ář	řákzůhcbo	obchůzka	deVaction																no
nástrojář	7	2	yes1	x	ář	řájortsán	nástroj	deNother																no
nástěnkář	7	2#3	yes1	x	ář	řáknětsán	nástěnka	deNother																no
nábytkář	32	2#3	yes1	x	ář	řáktybán	nábytek	deNother																no
náborář	20	2	yes1	x	ář	řárobán	nábor	deVaction																no
dovolenkář	37	2#3	yes1	x	ář	řáknelovod	dovolenka	deNdimin																no
alpínkář	1	2#3	no	x	ář	řáknípla	alpinka	deNother																no
anténář	1	2	no	x	ář	řánétna	anténa	LOAN																no
bačkorář	1	2	no	x	ář	řárokčab	bačkora	UNMOT																no
báchorkář	1	2#3	no	x	ář	řákrohcáb	báchorka	UNMOT																no
bibliotekář	1	4	no	x	ář	řáketoilbib	bibliotéka	LOAN																no
biletář	1	2	no	x	ář	řátelib	bilet	LOAN																no
biliardář	1	3	no	x	ář	řádrailib	biliarda	LOAN																no
bowlingář	1	2	no	x	ář	řágnilwob	bowling	LOAN																no
bufetář	1	2	no	x	ář	řátefub	bufet	LOAN																no
cestovkář	1	2#3	no	x	ář	řákvotsec	cestovka	deAuniv																no
cukrovinkář	1	3#4	no	x	ář	řáknivorkuc	cukrovinka	deAother																no
